1,Verify engine running
2,DM5: Diagnostic readiness 1
3,DM12: Emissions related active DTCs
4,DM1: Active DTCs
5,DM20: Monitor performance ratio
6,DM23: Emission related previously active DTCs
7,DM28: Permanent DTCs
8,DM29: Regulated DTC counts
9,DM31: DTC to lamp association
10,DM21: Diagnostic readiness 2
11,Complete fault A three trip countdown cycle 3
