64861,"DTCs - A, Previously Active",DM43,,2.3,3040,Flash Amber Warning Lamp (AWL),
64861,"DTCs - A, Previously Active",DM43,,2.5,3039,Flash Red Stop Lamp (RSL),
64861,"DTCs - A, Previously Active",DM43,,2.7,3038,Flash Malfunction Indicator Lamp,
64861,"DTCs - A, Previously Active",DM43,,3,1214,Suspect Parameter Number,
64861,"DTCs - A, Previously Active",DM43,,5,1215,Failure Mode Identifier,
64861,"DTCs - A, Previously Active",DM43,,6,1216,Occurrence Count,
64861,"DTCs - A, Previously Active",DM43,,6.8,1706,SPN Conversion Method,

64862,"DTCs - A, Confirmed and Active",DM42,,1.1,987,Protect Lamp,
64862,"DTCs - A, Confirmed and Active",DM42,,1.3,624,Amber Warning Lamp,
64862,"DTCs - A, Confirmed and Active",DM42,,1.5,623,Red Stop Lamp,
64862,"DTCs - A, Confirmed and Active",DM42,,1.7,1213,Malfunction Indicator Lamp,
64862,"DTCs - A, Confirmed and Active",DM42,,2.1,3041,Flash Protect Lamp,
64862,"DTCs - A, Confirmed and Active",DM42,,2.3,3040,Flash Amber Warning Lamp (AWL),
64862,"DTCs - A, Confirmed and Active",DM42,,2.5,3039,Flash Red Stop Lamp (RSL),
64862,"DTCs - A, Confirmed and Active",DM42,,2.7,3038,Flash Malfunction Indicator Lamp,
64862,"DTCs - A, Confirmed and Active",DM42,,3,1214,Suspect Parameter Number,
64862,"DTCs - A, Confirmed and Active",DM42,,5,1215,Failure Mode Identifier,
64862,"DTCs - A, Confirmed and Active",DM42,,6,1216,Occurrence Count,
64862,"DTCs - A, Confirmed and Active",DM42,,6.8,1706,SPN Conversion Method,

64863,"DTCs - A, Pending",DM41,,1.1,987,Protect Lamp,
64863,"DTCs - A, Pending",DM41,,1.3,624,Amber Warning Lamp,
64863,"DTCs - A, Pending",DM41,,1.5,623,Red Stop Lamp,
64863,"DTCs - A, Pending",DM41,,1.7,1213,Malfunction Indicator Lamp,
64863,"DTCs - A, Pending",DM41,,2.1,3041,Flash Protect Lamp,
64863,"DTCs - A, Pending",DM41,,2.3,3040,Flash Amber Warning Lamp (AWL),
64863,"DTCs - A, Pending",DM41,,2.5,3039,Flash Red Stop Lamp (RSL),
64863,"DTCs - A, Pending",DM41,,2.7,3038,Flash Malfunction Indicator Lamp,
64863,"DTCs - A, Pending",DM41,,3,1214,Suspect Parameter Number,
64863,"DTCs - A, Pending",DM41,,5,1215,Failure Mode Identifier,
64863,"DTCs - A, Pending",DM41,,6,1216,Occurrence Count,
64863,"DTCs - A, Pending",DM41,,6.8,1706,SPN Conversion Method,

64864,Harmonized B1 Failure Counts,DM40,,1,1214,Suspect Parameter Number,
64864,Harmonized B1 Failure Counts,DM40,,3,1215,Failure Mode Identifier,
